10001,11,14,31,0,1
10002,11,14,32,0,1
10003,11,14,33,0,1
10004,11,14,34,0,1
10005,11,14,35,0,1
10006,11,14,36,0,1
10007,11,14,37,0,1
10008,11,14,38,0,1
10009,11,14,39,0,1
10010,11,14,30,0,1
10011,11,14,31,0,1
10012,11,14,32,0,1
10013,11,14,33,0,1
10014,11,14,34,0,1
10015,11,14,35,0,1
10016,11,14,36,0,1
10017,11,14,37,0,1
10018,11,14,38,0,1
10019,11,14,39,0,1
10020,11,14,30,0,1
10021,11,14,31,0,1
10022,11,14,32,0,1
10023,11,14,33,0,1
10024,11,14,34,0,1
10025,11,14,35,0,1
10026,11,14,36,0,1
10027,11,14,37,0,1
10028,11,14,38,0,1
10029,11,14,39,0,1
10030,11,14,30,0,1
10031,11,14,31,0,1
10032,11,14,32,0,1
10033,11,14,33,0,1
10034,11,14,34,0,1
10035,11,14,35,0,1
10036,11,14,36,0,1
10037,11,14,37,0,1
10038,11,14,38,0,1
10039,11,14,39,0,1
10040,11,14,30,0,1
10041,11,14,31,0,1
10042,11,14,32,0,1
10043,11,14,33,0,1
10044,11,14,34,0,1
10045,11,14,35,0,1
10046,11,14,36,0,1
10047,11,14,37,0,1
10048,11,14,38,0,1
10049,11,14,39,0,1
10050,11,14,30,0,1
10051,11,14,31,0,1
10052,11,14,32,0,1
10053,11,14,33,0,1
10054,11,14,34,0,1
10055,11,14,35,0,1
10056,11,14,36,0,1
10057,11,14,37,0,1
10058,11,14,38,0,1
10059,11,14,39,0,1
10060,11,14,30,0,1
10061,11,14,31,0,1
10062,11,14,32,0,1
10063,11,14,33,0,1
10064,11,14,34,0,1
10065,11,14,35,0,1
10066,11,14,36,0,1
10067,11,14,37,0,1
10068,11,14,38,0,1
10069,11,14,39,0,1
10070,11,14,30,0,1
10071,11,14,31,0,1
10072,11,14,32,0,1
10073,11,14,33,0,1
10074,11,14,34,0,1
10075,11,14,35,0,1
10076,11,14,36,0,1
10077,11,14,37,0,1
10078,11,14,38,0,1
10079,11,14,39,0,1
10080,11,14,30,0,1
10081,11,14,31,0,1
10082,11,14,32,0,1
10083,11,14,33,0,1
10084,11,14,34,0,1
10085,11,14,35,0,1
10086,11,14,36,0,1
10087,11,14,37,0,1
10088,11,14,38,0,1
10089,11,14,39,0,1
10090,11,14,30,0,1
10091,11,14,31,0,1
10092,11,14,32,0,1
10093,11,14,33,0,1
10094,11,14,34,0,1
10095,11,14,35,0,1
10096,11,14,36,0,1
10097,11,14,37,0,1
10098,11,14,38,0,1
10099,11,14,39,0,1
10100,11,14,30,0,1
10101,11,14,31,0,1
10102,11,14,32,0,1
10103,11,14,33,0,1
10104,11,14,34,0,1
10105,11,14,35,0,1
10106,11,14,36,0,1
10107,11,14,37,0,1
10108,11,14,38,0,1
10109,11,14,39,0,1
10110,11,14,30,0,1
10111,11,14,31,0,1
10112,11,14,32,0,1
10113,11,14,33,0,1
10114,11,14,34,0,1
10115,11,14,35,0,1
10116,11,14,36,0,1
10117,11,14,37,0,1
10118,11,14,38,0,1
10119,11,14,39,0,1
10120,11,14,30,0,1
10121,11,14,31,0,1
10122,11,14,32,0,1
10123,11,14,33,0,1
10124,11,14,34,0,1
10125,11,14,35,0,1
10126,11,14,36,0,1
10127,11,14,37,0,1
10128,11,14,38,0,1
10129,11,14,39,0,1
10130,11,14,30,0,1
10131,11,14,31,0,1
10132,11,14,32,0,1
10133,11,14,33,0,1
10134,11,14,34,0,1
10135,11,14,35,0,1
10136,11,14,36,0,1
10137,11,14,37,0,1
10138,11,14,38,0,1
10139,11,14,39,0,1
10140,11,14,30,0,1
10141,11,14,31,0,1
10142,11,14,32,0,1
10143,11,14,33,0,1
10144,11,14,34,0,1
10145,11,14,35,0,1
10146,11,14,36,0,1
10147,11,14,37,0,1
10148,11,14,38,0,1
10149,11,14,39,0,1
10150,11,14,30,0,1
10151,11,14,31,0,1
10152,11,14,32,0,1
10153,11,14,33,0,1
