1,11,14,31,0,0
2,11,14,32,0,0
3,11,14,33,0,0
4,11,14,34,0,0
5,11,14,35,0,0
6,11,14,36,0,0
7,11,14,37,0,0
8,11,14,38,0,0
9,11,14,39,0,0
10,11,14,30,0,0
11,11,14,31,0,0
12,11,14,32,0,0
13,11,14,33,0,0
14,11,14,34,0,0
15,11,14,35,0,0
16,11,14,36,0,0
17,11,14,37,0,0
18,11,14,38,0,0
19,11,14,39,0,0
20,11,14,30,0,0
21,11,14,31,0,0
22,11,14,32,0,0
23,11,14,33,0,0
24,11,14,34,0,0
25,11,14,35,0,0
26,11,14,36,0,0
27,11,14,37,0,0
28,11,14,38,0,0
29,11,14,39,0,0
30,11,14,30,0,0
31,11,14,31,0,0
32,11,14,32,0,0
33,11,14,33,0,0
34,11,14,34,0,0
35,11,14,35,0,0
36,11,14,36,0,0
37,11,14,37,0,0
38,11,14,38,0,0
39,11,14,39,0,0
40,11,14,30,0,0
41,11,14,31,0,0
42,11,14,32,0,0
43,11,14,33,0,0
44,11,14,34,0,0
45,11,14,35,0,0
46,11,14,36,0,0
47,11,14,37,0,0
48,11,14,38,0,0
49,11,14,39,0,0
50,11,14,30,0,0
51,11,14,31,0,0
52,11,14,32,0,0
53,11,14,33,0,0
54,11,14,34,0,0
55,11,14,35,0,0
56,11,14,36,0,0
57,11,14,37,0,0
58,11,14,38,0,0
59,11,14,39,0,0
60,11,14,30,0,0
61,11,14,31,0,0
62,11,14,32,0,0
63,11,14,33,0,0
64,11,14,34,0,0
65,11,14,35,0,0
66,11,14,36,0,0
67,11,14,37,0,0
68,11,14,38,0,0
69,11,14,39,0,0
70,11,14,30,0,0
71,11,14,31,0,0
72,11,14,32,0,0
73,11,14,33,0,0
74,11,14,34,0,0
75,11,14,35,0,0
76,11,14,36,0,0
77,11,14,37,0,0
78,11,14,38,0,0
79,11,14,39,0,0
80,11,14,30,0,0
81,11,14,31,0,0
82,11,14,32,0,0
83,11,14,33,0,0
84,11,14,34,0,0
85,11,14,35,0,0
86,11,14,36,0,0
87,11,14,37,0,0
88,11,14,38,0,0
89,11,14,39,0,0
90,11,14,30,0,0
91,11,14,31,0,0
92,11,14,32,0,0
93,11,14,33,0,0
94,11,14,34,0,0
95,11,14,35,0,0
96,11,14,36,0,0
97,11,14,37,0,0
98,11,14,38,0,0
99,11,14,39,0,0
100,11,14,30,0,0
101,11,14,31,0,0
102,11,14,32,0,0
103,11,14,33,0,0
104,11,14,34,0,0
105,11,14,35,0,0
106,11,14,36,0,0
107,11,14,37,0,0
108,11,14,38,0,0
109,11,14,39,0,0
110,11,14,30,0,0
111,11,14,31,0,0
112,11,14,32,0,0
113,11,14,33,0,0
